证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	000001",上证指数,2011-01-04,上交所,2808.077,2825.329,110072791,2855.396,2810.108,2852.648,,1.5872,145659819257
"	000001",上证指数,2011-01-05,上交所,2852.648,2833.117,104415282,2850.493,2824.296,2838.593,,-0.4927,135264799911
"	000001",上证指数,2011-01-06,上交所,2838.593,2838.435,84705616,2853.875,2816.951,2824.197,,-0.5072,113251589879
"	000001",上证指数,2011-01-07,上交所,2824.197,2820.665,113129568,2868.005,2807.87,2838.801,,0.5171,137163500552
"	000001",上证指数,2011-01-10,上交所,2838.801,2832.622,90780872,2847.358,2786.861,2791.809,,-1.6553,110796771362
"	000001",上证指数,2011-01-11,上交所,2791.809,2783.476,80553780,2810.762,2770.338,2804.047,,0.4384,94484834019
"	000001",上证指数,2011-01-12,上交所,2804.047,2811.785,79246117,2828.468,2788.13,2821.305,,0.6155,88093030257
"	000001",上证指数,2011-01-13,上交所,2821.305,2830.534,74886265,2837.526,2810.874,2827.713,,0.2271,87930916308
"	000001",上证指数,2011-01-14,上交所,2827.713,2817.048,76753880,2817.048,2780.438,2791.344,,-1.2862,90644705327
"	000001",上证指数,2011-01-17,上交所,2791.344,2772.45,92519113,2780.942,2698.781,2706.66,,-3.0338,104849169136
"	000001",上证指数,2011-01-18,上交所,2706.66,2696.147,60377276,2715.406,2683.367,2708.979,,0.0857,67738468876
"	000001",上证指数,2011-01-19,上交所,2708.979,2707.816,78493169,2759.602,2700.811,2758.097,,1.8132,89943624643
"	000001",上证指数,2011-01-20,上交所,2758.097,2752.799,86047191,2752.799,2676.129,2677.652,,-2.9167,95850318766
"	000001",上证指数,2011-01-21,上交所,2677.652,2668.677,95639038,2746.178,2667.286,2715.294,,1.4058,102843430980
"	000001",上证指数,2011-01-24,上交所,2715.294,2716.524,87920807,2736.109,2690.652,2695.72,,-0.7209,96191099725
"	000001",上证指数,2011-01-25,上交所,2695.72,2691.693,69481412,2701.044,2661.448,2677.432,,-0.6784,75578247319
"	000001",上证指数,2011-01-26,上交所,2677.432,2677.172,60750899,2710.738,2676.769,2708.814,,1.1721,67295416034
"	000001",上证指数,2011-01-27,上交所,2708.814,2690.825,105569163,2753.001,2677.21,2749.15,,1.4891,115247052001
"	000001",上证指数,2011-01-28,上交所,2749.15,2741.314,85427992,2759.44,2733.291,2752.75,,0.1309,98480283957
"	000001",上证指数,2011-01-31,上交所,2752.75,2751.527,91502814,2790.921,2748.538,2790.694,,1.3784,106841488912
"	000001",上证指数,2011-02-01,上交所,2790.694,2795.071,73350092,2805.049,2785.296,2798.96,,0.2962,90093971270
"	000001",上证指数,2011-02-09,上交所,2798.96,2778.701,87257788,2804.208,2764.867,2774.065,,-0.8894,104839248017
"	000001",上证指数,2011-02-10,上交所,2774.065,2769.646,97919763,2819.063,2760.175,2818.163,,1.5897,117148637064
"	000001",上证指数,2011-02-11,上交所,2818.163,2815.119,107758171,2835.411,2807.605,2827.328,,0.3252,127724538685
"	000001",上证指数,2011-02-14,上交所,2827.328,2828.571,154242970,2906.261,2828.571,2899.134,,2.5397,179797617886
"	000001",上证指数,2011-02-15,上交所,2899.134,2900.427,152449898,2934.467,2892.637,2899.237,,0.0036,187333867984
"	000001",上证指数,2011-02-16,上交所,2899.237,2893.682,127805697,2924.188,2882.549,2923.896,,0.8505,160067647859
"	000001",上证指数,2011-02-17,上交所,2923.896,2929.255,130415498,2939.284,2905.032,2926.964,,0.1049,169047618017
"	000001",上证指数,2011-02-18,上交所,2926.964,2924.23,113775463,2924.23,2890.262,2899.792,,-0.9283,142026766640
"	000001",上证指数,2011-02-21,上交所,2899.792,2886.54,118855883,2932.82,2884.191,2932.246,,1.1192,146223076330
"	000001",上证指数,2011-02-22,上交所,2932.246,2941.318,153004622,2944.413,2851.62,2855.516,,-2.6168,191781551911
"	000001",上证指数,2011-02-23,上交所,2855.516,2844.99,111083059,2868.484,2839.195,2862.634,,0.2493,137631214946
"	000001",上证指数,2011-02-24,上交所,2862.634,2861.393,109772588,2881.537,2854.564,2878.603,,0.5578,137321708120
"	000001",上证指数,2011-02-25,上交所,2878.603,2876.777,100094039,2890.324,2848.65,2878.565,,-0.0013,124246938029
"	000001",上证指数,2011-02-28,上交所,2878.565,2880.17,118705763,2906.169,2861.817,2905.053,,0.9202,148337062867
"	000001",上证指数,2011-03-01,上交所,2905.197,2906.285,136555048,2931.58,2901.552,2918.92,,0.4724,172228926431
"	000001",上证指数,2011-03-02,上交所,2918.92,2905.514,133442258,2924.963,2883.566,2913.808,,-0.1751,165439298142
"	000001",上证指数,2011-03-03,上交所,2913.808,2918.731,150488884,2937.557,2900.761,2902.978,,-0.3717,177696887629
"	000001",上证指数,2011-03-04,上交所,2902.978,2902.19,118277241,2944.459,2898.084,2942.306,,1.3547,144491216965
"	000001",上证指数,2011-03-07,上交所,2942.306,2952.722,160105884,3000.429,2952.722,2996.211,,1.8321,207910763348
"	000001",上证指数,2011-03-08,上交所,2996.211,2996.727,126681154,3001.624,2976.6,2999.942,,0.1245,168656782311
"	000001",上证指数,2011-03-09,上交所,2999.942,3002.546,124790735,3012.044,2989.342,3002.154,,0.0737,165317764173
"	000001",上证指数,2011-03-10,上交所,3002.154,2995.768,123799889,2995.768,2954.367,2957.143,,-1.4993,166466133704
"	000001",上证指数,2011-03-11,上交所,2957.143,2942.419,115994480,2966.98,2927.683,2933.796,,-0.7895,152652657607
"	000001",上证指数,2011-03-14,上交所,2933.796,2923.982,116910618,2939.652,2914.458,2937.627,,0.1306,152525993354
"	000001",上证指数,2011-03-15,上交所,2937.627,2927.984,154951951,2927.984,2850.945,2896.256,,-1.4083,187646016836
"	000001",上证指数,2011-03-16,上交所,2896.256,2894.252,130777237,2934.018,2894.252,2930.804,,1.1929,165811913772
"	000001",上证指数,2011-03-17,上交所,2930.804,2906.955,137797827,2935.625,2885.651,2897.298,,-1.1432,170585811613
"	000001",上证指数,2011-03-18,上交所,2897.298,2920.806,100637335,2930.606,2900.872,2906.886,,0.3309,127487190101
"	000001",上证指数,2011-03-21,上交所,2906.886,2913.913,96760275,2927.073,2895.154,2909.137,,0.0774,122405131565
"	000001",上证指数,2011-03-22,上交所,2909.137,2917.687,95117457,2923.392,2884.751,2919.142,,0.3439,120190606775
"	000001",上证指数,2011-03-23,上交所,2919.142,2919.016,112603475,2950.422,2911.626,2948.477,,1.0049,138318531073
"	000001",上证指数,2011-03-24,上交所,2948.477,2949.85,108955979,2958.663,2942.134,2946.706,,-0.0601,137266005803
"	000001",上证指数,2011-03-25,上交所,2946.706,2948.543,136396367,2985.083,2946.697,2977.814,,1.0557,171136870352
"	000001",上证指数,2011-03-28,上交所,2977.814,2985.356,156016878,3005.783,2979.196,2984.005,,0.2079,196335110545
"	000001",上证指数,2011-03-29,上交所,2984.005,2979.865,168543246,2994.174,2953.54,2958.077,,-0.8689,199600754521
"	000001",上证指数,2011-03-30,上交所,2958.077,2955.453,126493548,2968.182,2935.747,2955.771,,-0.078,152547180179
"	000001",上证指数,2011-03-31,上交所,2955.771,2954.653,108935611,2961.63,2914.384,2928.111,,-0.9358,134408182897
"	000001",上证指数,2011-04-01,上交所,2928.111,2932.481,99844094,2967.847,2924.394,2967.41,,1.3421,125719196024
"	000001",上证指数,2011-04-06,上交所,2967.41,2964.212,141650613,3005.238,2963.899,3001.36,,1.1441,176487792736
"	000001",上证指数,2011-04-07,上交所,3001.36,3003.204,124734591,3012.288,2990.311,3007.909,,0.2182,152941715634
"	000001",上证指数,2011-04-08,上交所,3007.909,3005.368,114337794,3031.097,2998.34,3030.021,,0.7351,147122038468
"	000001",上证指数,2011-04-11,上交所,3030.021,3037.91,147189576,3059.568,3019.886,3022.746,,-0.2401,182751284053
"	000001",上证指数,2011-04-12,上交所,3022.746,3012.795,145990547,3039.124,3003.445,3021.369,,-0.0456,165602471860
"	000001",上证指数,2011-04-13,上交所,3021.369,3006.83,128202655,3050.401,2994.465,3050.398,,0.9608,147378535687
"	000001",上证指数,2011-04-14,上交所,3050.398,3049.667,129487107,3058.239,3036.726,3042.635,,-0.2545,148647665913
"	000001",上证指数,2011-04-15,上交所,3042.635,3036.345,128530989,3062.53,3020.156,3050.526,,0.2593,148683828450
"	000001",上证指数,2011-04-18,上交所,3050.526,3040.531,137488739,3067.456,3037.189,3057.329,,0.223,160812208619
"	000001",上证指数,2011-04-19,上交所,3057.329,3038.807,141896394,3038.807,2996.222,2999.041,,-1.9065,166127877519
"	000001",上证指数,2011-04-20,上交所,2999.041,3005.975,119741657,3019.123,2992.672,3007.037,,0.2666,143797579092
"	000001",上证指数,2011-04-21,上交所,3007.037,3021.77,121510664,3035.471,3012.544,3026.668,,0.6528,147387019393
"	000001",上证指数,2011-04-22,上交所,3026.668,3025.699,118525613,3032.965,3004.465,3010.517,,-0.5336,137406934390
"	000001",上证指数,2011-04-25,上交所,3010.517,3003.031,117316622,3003.61,2964.643,2964.951,,-1.5136,140504366097
"	000001",上证指数,2011-04-26,上交所,2964.951,2956.949,95154819,2970.278,2931.502,2938.981,,-0.8759,112451141164
"	000001",上证指数,2011-04-27,上交所,2938.981,2946.327,105492475,2961.133,2907.662,2925.408,,-0.4618,114841130958
"	000001",上证指数,2011-04-28,上交所,2925.408,2937.947,105230875,2953.193,2884.839,2887.044,,-1.3114,115790131500
"	000001",上证指数,2011-04-29,上交所,2887.044,2886.629,87534255,2913.556,2871.01,2911.511,,0.8475,93221530229
"	000001",上证指数,2011-05-03,上交所,2911.511,2911.51,96402722,2933.46,2890.225,2932.188,,0.7102,102708976572
"	000001",上证指数,2011-05-04,上交所,2932.188,2916.845,111481131,2916.97,2860.075,2866.017,,-2.2567,125355694490
"	000001",上证指数,2011-05-05,上交所,2866.017,2854.768,91084427,2880.125,2849.91,2872.404,,0.2229,98812236389
"	000001",上证指数,2011-05-06,上交所,2872.404,2842.765,91063909,2881.706,2834.456,2863.886,,-0.2965,105181008404
"	000001",上证指数,2011-05-09,上交所,2863.886,2868.235,81576155,2885.178,2861.42,2872.46,,0.2994,94006376498
"	000001",上证指数,2011-05-10,上交所,2872.46,2876.98,81297176,2891.034,2865.104,2890.634,,0.6327,96056705123
"	000001",上证指数,2011-05-11,上交所,2890.634,2890.353,92477122,2897.141,2868.349,2883.42,,-0.2496,107106378142
"	000001",上证指数,2011-05-12,上交所,2883.42,2864.976,100240961,2876.448,2843.097,2844.083,,-1.3642,114204493321
"	000001",上证指数,2011-05-13,上交所,2844.083,2846.311,93238815,2871.992,2832.254,2871.031,,0.9475,103905983166
"	000001",上证指数,2011-05-16,上交所,2871.031,2864.377,84648251,2877.091,2846.307,2849.067,,-0.765,95786245699
"	000001",上证指数,2011-05-17,上交所,2849.067,2846.447,94819847,2869.23,2821.203,2852.773,,0.1301,109798830131
"	000001",上证指数,2011-05-18,上交所,2852.773,2846.725,76826970,2877.427,2843.676,2872.771,,0.701,90328330045
"	000001",上证指数,2011-05-19,上交所,2872.771,2879.387,76994538,2884.141,2856.829,2859.574,,-0.4594,91205057076
"	000001",上证指数,2011-05-20,上交所,2859.574,2858.311,70743786,2866.763,2850.445,2858.459,,-0.039,84003220756
"	000001",上证指数,2011-05-23,上交所,2858.459,2853.286,98622045,2853.286,2771.117,2774.569,,-2.9348,111438407055
"	000001",上证指数,2011-05-24,上交所,2774.569,2766.059,74852898,2771.748,2744.777,2767.056,,-0.2708,88842176414
"	000001",上证指数,2011-05-25,上交所,2767.056,2764.56,74406534,2771.177,2737.33,2741.741,,-0.9149,86236385809
"	000001",上证指数,2011-05-26,上交所,2741.741,2755.394,78741315,2764.89,2734.536,2736.527,,-0.1902,92594926319
"	000001",上证指数,2011-05-27,上交所,2736.527,2739.387,82521052,2746.842,2708.548,2709.947,,-0.9713,91901555969
"	000001",上证指数,2011-05-30,上交所,2709.947,2704.485,65174388,2728.062,2689.206,2706.361,,-0.1323,71116809685
"	000001",上证指数,2011-05-31,上交所,2706.361,2707.559,67900383,2744.934,2702.095,2743.472,,1.3713,77797110767
