证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	399006",创业板指,2014-01-02,深交所,1304.444,1302.298,547106850,1333.103,1299.336,1333.003,460826,2.1894,12373349337.61
"	399006",创业板指,2014-01-03,深交所,1333.003,1332.352,620939657,1355.121,1331.973,1352.84,554517,1.4881,14652635274.21
"	399006",创业板指,2014-01-06,深交所,1352.84,1350.312,556349330,1354.15,1322.716,1323.328,495325,-2.1815,13020214791.51
"	399006",创业板指,2014-01-07,深交所,1323.328,1315.436,531876084,1355.4,1312.269,1352.276,455722,2.1875,11909722113.55
"	399006",创业板指,2014-01-08,深交所,1352.276,1363.306,868521741,1409.21,1363.306,1405.023,691895,3.9006,20914439089.71
"	399006",创业板指,2014-01-09,深交所,1405.023,1401.797,762871620,1423.837,1379.648,1380.244,667394,-1.7636,19105793500.64
"	399006",创业板指,2014-01-10,深交所,1380.244,1373.517,439099247,1385.855,1347.61,1353.302,417243,-1.952,10147330112.49
"	399006",创业板指,2014-01-13,深交所,1353.302,1352.007,446104892,1374.145,1349.246,1362.788,380363,0.701,9954594472.01
"	399006",创业板指,2014-01-14,深交所,1362.788,1364.801,481074821,1400.916,1364.801,1400.916,401231,2.7978,10996665519.82
"	399006",创业板指,2014-01-15,深交所,1400.916,1399.666,476300438,1417.416,1397.945,1415.323,422099,1.0284,11114450209.22
"	399006",创业板指,2014-01-16,深交所,1415.323,1415.568,479813992,1423.118,1392.006,1395.163,432510,-1.4244,11304549592.68
"	399006",创业板指,2014-01-17,深交所,1395.163,1395.029,479389527,1411.547,1391.619,1395.509,451867,0.0248,11697049380.1
"	399006",创业板指,2014-01-20,深交所,1395.509,1393.876,514641408,1400.944,1362.45,1372.736,457639,-1.6319,12453815307.73
"	399006",创业板指,2014-01-21,深交所,1372.736,1370.686,521002571,1407.452,1370.686,1407.152,463595,2.5071,12839981811.97
"	399006",创业板指,2014-01-22,深交所,1407.152,1407.464,639849271,1431.997,1407.464,1431.741,545521,1.7474,15783544548.1
"	399006",创业板指,2014-01-23,深交所,1431.741,1433.701,737528582,1472.336,1433.171,1461.525,636391,2.0803,19158428748.09
"	399006",创业板指,2014-01-24,深交所,1461.525,1458.206,675336857,1493.637,1455.95,1484.432,571475,1.5673,16981022474.87
"	399006",创业板指,2014-01-27,深交所,1484.432,1477.46,704276778,1500.457,1465.144,1477.669,627632,-0.4556,17673619530.58
"	399006",创业板指,2014-01-28,深交所,1477.669,1476.589,550840210,1486.423,1448.474,1471.34,505473,-0.4283,14174593334.81
"	399006",创业板指,2014-01-29,深交所,1471.34,1472.542,553040551,1497.716,1469.583,1496.527,495396,1.7118,14363992877.44
"	399006",创业板指,2014-01-30,深交所,1496.527,1494.117,542959535,1507.874,1486.821,1495.978,466689,-0.0367,14066711749.68
"	399006",创业板指,2014-02-07,深交所,1495.978,1489.054,560317270,1532.817,1483.685,1532.687,509849,2.4538,14086550341.33
"	399006",创业板指,2014-02-10,深交所,1532.687,1536.991,726627225,1557.029,1525.94,1553.415,643927,1.3524,18373981251.01
"	399006",创业板指,2014-02-11,深交所,1553.415,1550.618,785649587,1559.774,1506.04,1527.151,716644,-1.6907,19895924616.9
"	399006",创业板指,2014-02-12,深交所,1527.151,1527.1,662243577,1540.329,1513.91,1539.966,616007,0.8391,16456750002.25
"	399006",创业板指,2014-02-13,深交所,1539.966,1537.26,766178627,1539.657,1484.423,1485.131,714380,-3.5608,18506255224.42
