证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	000001",上证指数,2016-1-4,上交所,3539.182,3536.589,184418423,3538.689,3295.741,3296.258,,-6.8638,2.40929E+11
"	000001",上证指数,2016-1-5,上交所,3296.258,3196.651,266882083,3328.139,3189.605,3287.711,,-0.2593,3.28417E+11
"	000001",上证指数,2016-1-6,上交所,3287.711,3291.195,238886670,3362.974,3288.933,3361.84,,2.2547,2.85243E+11
"	000001",上证指数,2016-1-7,上交所,3361.84,3309.657,70569123,3309.657,3115.885,3125.002,,-7.0449,79981988654
"	000001",上证指数,2016-1-8,上交所,3125.002,3194.625,286440822,3235.451,3056.878,3186.412,,1.9651,3.24167E+11
"	000001",上证指数,2016-1-11,上交所,3186.412,3131.853,271643691,3166.215,3016.697,3016.704,,-5.326,2.8638E+11
"	000001",上证指数,2016-1-12,上交所,3016.704,3026.159,207659622,3047.664,2978.463,3022.861,,0.2041,2.24135E+11
"	000001",上证指数,2016-1-13,上交所,3022.861,3041.107,194282106,3059.015,2949.29,2949.597,,-2.4237,2.08376E+11
"	000001",上证指数,2016-1-14,上交所,2949.597,2874.049,212905644,3012.293,2867.553,3007.649,,1.9681,2.18014E+11
"	000001",上证指数,2016-1-15,上交所,3007.649,2988.048,198721697,3001.708,2883.868,2900.97,,-3.5469,2.06604E+11
"	000001",上证指数,2016-1-18,上交所,2900.97,2847.539,164699694,2945.45,2844.704,2913.837,,0.4435,1.7362E+11
"	000001",上证指数,2016-1-19,上交所,2913.837,2914.408,205279703,3012.068,2906.404,3007.739,,3.2226,2.22675E+11
"	000001",上证指数,2016-1-20,上交所,3007.739,2993.014,216505474,3016.283,2951.922,2976.694,,-1.0322,2.34563E+11
"	000001",上证指数,2016-1-21,上交所,2976.694,2934.391,191675668,2998.79,2880.085,2880.482,,-3.2322,2.03635E+11
"	000001",上证指数,2016-1-22,上交所,2880.482,2911.112,159810734,2931.359,2851.733,2916.562,,1.2526,1.70062E+11
"	000001",上证指数,2016-1-25,上交所,2916.562,2934.078,153039057,2955.783,2911.829,2938.515,,0.7527,1.64023E+11
"	000001",上证指数,2016-1-26,上交所,2938.515,2907.718,210836054,2911.991,2743.839,2749.785,,-6.4226,2.12608E+11
"	000001",上证指数,2016-1-27,上交所,2749.785,2756.082,215722046,2768.772,2638.302,2735.558,,-0.5174,2.07427E+11
"	000001",上证指数,2016-1-28,上交所,2735.558,2711.158,171120280,2740.536,2647.493,2655.661,,-2.9207,1.67357E+11
"	000001",上证指数,2016-1-29,上交所,2655.661,2652.854,186673106,2755.367,2649.791,2737.6,,3.0854,1.80007E+11
"	000001",上证指数,2016-2-1,上交所,2737.6,2730.984,156383744,2735.255,2655.623,2688.854,,-1.7806,1.52831E+11
"	000001",上证指数,2016-2-2,上交所,2688.854,2687.982,158078211,2755.159,2687.982,2749.57,,2.2581,1.58937E+11
"	000001",上证指数,2016-2-3,上交所,2749.57,2719.574,148397217,2746.072,2696.884,2739.247,,-0.3754,1.46627E+11
"	000001",上证指数,2016-2-4,上交所,2739.247,2751.432,170382018,2793.298,2751.314,2781.023,,1.5251,1.75347E+11
"	000001",上证指数,2016-2-5,上交所,2781.023,2783.076,141186284,2790.061,2762.16,2763.492,,-0.6304,1.45554E+11
