证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	399001",深证成指,2013-01-04,深交所,9116.484,9204.114,1181297439,9217.007,8991.742,9096.065,0,-0.224,16131275113.07
"	399001",深证成指,2013-01-07,深交所,9096.065,9073.968,915394095,9132.786,9033.953,9108.465,0,0.1363,12713834470.91
"	399001",深证成指,2013-01-08,深交所,9108.465,9102.033,857794144,9143.389,9010.158,9110.451,0,0.0218,12705615125.06
"	399001",深证成指,2013-01-09,深交所,9110.451,9077.499,962368664,9178.833,9066.823,9154.874,0,0.4876,13843857367.16
"	399001",深证成指,2013-01-10,深交所,9154.874,9151.813,843806879,9262.666,9121.588,9170.055,0,0.1658,11752299600.92
"	399001",深证成指,2013-01-11,深交所,9170.055,9185.172,871179854,9219.176,8988.3,9017.733,0,-1.6611,12208874880.82
"	399001",深证成指,2013-01-14,深交所,9017.733,8981.739,1120941970,9330.591,8976.02,9316.273,0,3.3106,16679799724.71
"	399001",深证成指,2013-01-15,深交所,9316.273,9332.903,1238158927,9432.84,9312.869,9381.693,0,0.7022,17330637536.74
"	399001",深证成指,2013-01-16,深交所,9381.693,9359.339,1037391988,9438.125,9232.334,9355.477,0,-0.2794,15223041777.51
"	399001",深证成指,2013-01-17,深交所,9355.477,9335.045,808666741,9373.413,9258.576,9309.23,0,-0.4943,11259090444.71
"	399001",深证成指,2013-01-18,深交所,9309.23,9358.399,873021069,9475.466,9286.047,9432.295,0,1.322,13355621912.42
"	399001",深证成指,2013-01-21,深交所,9432.295,9543.242,1088134841,9562.846,9465.89,9562.846,0,1.3841,16324435665.34
"	399001",深证成指,2013-01-22,深交所,9562.846,9591.822,1604491466,9623.015,9456.207,9536.356,0,-0.277,22819833994.95
"	399001",深证成指,2013-01-23,深交所,9536.356,9495.732,1004049968,9566.527,9434.023,9548.311,0,0.1254,13956197728.21
"	399001",深证成指,2013-01-24,深交所,9548.311,9540.628,1505341728,9736.124,9385.455,9444.082,0,-1.0916,20540539538.62
"	399001",深证成指,2013-01-25,深交所,9444.082,9432.606,817520937,9445.999,9353.387,9357.13,0,-0.9207,12108254576.31
"	399001",深证成指,2013-01-28,深交所,9357.13,9361.312,1278316769,9618.919,9361.312,9618.919,0,2.7977,19143028955.06
"	399001",深证成指,2013-01-29,深交所,9618.919,9636.325,1502447391,9735.222,9627.657,9704.656,0,0.8913,22849583408.02
"	399001",深证成指,2013-01-30,深交所,9704.656,9695.406,1251065954,9788.469,9667.676,9783.841,0,0.8159,18764997502.01
"	399001",深证成指,2013-01-31,深交所,9783.841,9788.263,1250522263,9804.727,9637.578,9667.672,0,-1.1874,17657701453.85
"	399001",深证成指,2013-02-01,深交所,9667.672,9648.917,1457413680,9820.827,9609.836,9820.294,0,1.5787,20871766915
"	399001",深证成指,2013-02-04,深交所,9820.294,9830.895,1754682661,9858.567,9693.618,9760.831,0,-0.6055,24604007845.32
"	399001",深证成指,2013-02-05,深交所,9760.831,9717.555,1459743642,9971.64,9709.597,9945.976,0,1.8968,20703746632.84
"	399001",深证成指,2013-02-06,深交所,9945.976,9942.038,1048848360,9973.537,9884.127,9922.718,0,-0.2338,16635153414.01
