证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	399006",创业板指,2013-01-04,深交所,713.863,717.303,428797964,718.387,699.169,705.342,0,-1.1936,5979143459.7
"	399006",创业板指,2013-01-07,深交所,705.342,704.372,473422712,718.114,702.389,718.114,0,1.8108,6585404166.3
"	399006",创业板指,2013-01-08,深交所,718.114,718.431,558331723,735.343,716.297,733.138,0,2.0921,7754711792.16
"	399006",创业板指,2013-01-09,深交所,733.138,732.011,529453188,740.635,727.913,734.506,0,0.1866,7219095333.91
"	399006",创业板指,2013-01-10,深交所,734.506,734.309,470018523,743.551,734.309,741.18,0,0.9086,6450419411.09
"	399006",创业板指,2013-01-11,深交所,741.18,740.896,532735524,746.036,730.401,731.587,0,-1.2943,7532309513.69
"	399006",创业板指,2013-01-14,深交所,731.587,735.653,586224221,761.729,735.181,760.55,0,3.9589,8555651624.23
"	399006",创业板指,2013-01-15,深交所,760.55,763.625,735500083,781.421,763.625,778.603,0,2.3737,10622659983.41
"	399006",创业板指,2013-01-16,深交所,778.603,777.038,554870878,779.925,762.044,774.485,0,-0.5289,7773555939.87
"	399006",创业板指,2013-01-17,深交所,774.485,773.791,409237280,775.824,767.485,768.308,0,-0.7976,5853231396.06
"	399006",创业板指,2013-01-18,深交所,768.308,771.311,453049867,787.496,771.311,787.386,0,2.4831,7250174599.87
"	399006",创业板指,2013-01-21,深交所,787.386,788.069,442412260,793.232,783.415,792.6,0,0.6622,6874105514.83
"	399006",创业板指,2013-01-22,深交所,792.6,792.312,432686012,792.545,769.09,775.135,0,-2.2035,6577958509.9
"	399006",创业板指,2013-01-23,深交所,775.135,773.739,376178929,779.558,765.363,778.478,0,0.4313,5763519417.56
"	399006",创业板指,2013-01-24,深交所,778.478,778.636,498831212,784.321,750.358,757.869,0,-2.6473,7470660690.64
"	399006",创业板指,2013-01-25,深交所,757.869,757.611,313899367,766.781,756.608,762.848,0,0.657,4833267765.04
"	399006",创业板指,2013-01-28,深交所,762.848,764.087,341318792,784.76,764.087,784.76,0,2.8724,5341256875.02
"	399006",创业板指,2013-01-29,深交所,784.76,785.758,398907356,795.068,785.758,791.671,0,0.8807,6211183732.93
"	399006",创业板指,2013-01-30,深交所,791.671,791.962,395080714,792.767,778.302,783.682,0,-1.0091,5959730155.19
"	399006",创业板指,2013-01-31,深交所,783.682,784.108,418749845,784.108,771.152,776.005,0,-0.9796,6081857762.32
"	399006",创业板指,2013-02-01,深交所,776.005,775.113,391554126,785.52,772.941,782.363,0,0.8193,5755458108.28
"	399006",创业板指,2013-02-04,深交所,782.363,783.743,411243524,786.562,767.847,771.902,0,-1.3371,6125062872.16
"	399006",创业板指,2013-02-05,深交所,771.902,768.412,306085240,781.568,765.967,780.981,0,1.1762,4708006972.27
"	399006",创业板指,2013-02-06,深交所,780.981,781.319,329440359,794.504,781.319,791.263,0,1.3165,4989037493.16
"	399006",创业板指,2013-02-07,深交所,791.263,792.855,331128321,806.308,789.368,805.586,0,1.8101,5369297558.98
"	399006",创业板指,2013-02-08,深交所,805.586,804.956,383845877,824.311,804.956,823.028,0,2.1651,6330447858.4
"	399006",创业板指,2013-02-18,深交所,823.028,829.662,477261577,835.664,825.947,835.277,0,1.4883,7497954315.09
"	399006",创业板指,2013-02-19,深交所,835.277,834.969,426407509,835.411,816.958,819.709,0,-1.8638,6635429884.37
"	399006",创业板指,2013-02-20,深交所,819.709,819.031,509227216,850.863,819.031,850.863,0,3.8006,8240855913.47
"	399006",创业板指,2013-02-21,深交所,850.863,846.639,567979536,853.268,829.596,839.298,0,-1.3592,8950114653.59
"	399006",创业板指,2013-02-22,深交所,839.298,837.131,404852368,848.16,836.867,838.763,0,-0.0637,6359501161.59
"	399006",创业板指,2013-02-25,深交所,838.763,838.877,450666321,857.848,838.877,855.694,0,2.0186,7292701582.2
"	399006",创业板指,2013-02-26,深交所,855.694,853.28,506097656,865.797,849.938,851.217,0,-0.5232,8740717035.2
"	399006",创业板指,2013-02-27,深交所,851.217,852.126,430049797,856.116,835.935,846.09,0,-0.6023,7163503412.45
"	399006",创业板指,2013-02-28,深交所,846.09,846.339,463515267,861.095,844.2,861.095,0,1.7735,7429406462.79
"	399006",创业板指,2013-03-01,深交所,861.095,860.801,607589774,885.18,859.83,884.891,0,2.7635,9917988866.91
"	399006",创业板指,2013-03-04,深交所,884.891,880.246,639461143,888.793,855.05,863.5,0,-2.4174,10546243449.64
"	399006",创业板指,2013-03-05,深交所,863.5,861.225,475627331,888.318,857.541,888.099,0,2.8488,8167502328.29
"	399006",创业板指,2013-03-06,深交所,888.099,890.233,551464981,905.164,890.233,902.903,0,1.6669,9472933395.85
"	399006",创业板指,2013-03-07,深交所,902.903,902.407,524988769,902.407,867.87,877.337,0,-2.8315,9089237538.29
"	399006",创业板指,2013-03-08,深交所,877.337,877.73,377378283,882.138,861.808,864.699,0,-1.4405,6295117182.16
"	399006",创业板指,2013-03-11,深交所,864.699,863.122,281227739,872.18,858.037,869.15,0,0.5147,4806631304.02
"	399006",创业板指,2013-03-12,深交所,869.15,869.724,475170471,873.473,828.037,839.836,0,-3.3727,7554252190.19
"	399006",创业板指,2013-03-13,深交所,839.836,835.456,319778021,836.276,821.352,834.049,0,-0.6891,5000868662.76
"	399006",创业板指,2013-03-14,深交所,834.049,832.292,283946872,845.595,831.568,842.036,0,0.9576,4684435747.96
"	399006",创业板指,2013-03-15,深交所,842.036,841.713,353744607,867.865,839.582,853.906,0,1.4097,6131692942.78
"	399006",创业板指,2013-03-18,深交所,853.906,852.152,289020660,862.822,850.098,852.117,0,-0.2095,5157304209.89
"	399006",创业板指,2013-03-19,深交所,852.117,850.061,300744897,854.245,829.189,842.685,0,-1.1069,4974639789
"	399006",创业板指,2013-03-20,深交所,842.685,842.714,338852686,866.267,842.584,866.267,0,2.7984,5624952580.8
"	399006",创业板指,2013-03-21,深交所,866.267,867.901,410081902,885.981,866.679,882.734,0,1.9009,7053495284.21
"	399006",创业板指,2013-03-22,深交所,882.734,881.899,321171223,884.235,876.916,882.001,0,-0.083,5457879156.66
"	399006",创业板指,2013-03-25,深交所,882.001,882.746,315953074,884.854,874.007,881.756,0,-0.0278,5310147608.22
"	399006",创业板指,2013-03-26,深交所,881.756,878.556,326212918,879.848,862.666,876.361,0,-0.6118,5421348481.09
"	399006",创业板指,2013-03-27,深交所,876.361,876.547,285319511,885.772,874.248,882.752,0,0.7293,4928201255.53
"	399006",创业板指,2013-03-28,深交所,882.752,877.85,328240242,877.85,861.654,867.511,0,-1.7265,5663359606.83
"	399006",创业板指,2013-03-29,深交所,867.511,868.093,267548833,872.777,860.963,866.455,0,-0.1217,4647496575.46
"	399006",创业板指,2013-04-01,深交所,866.455,866.654,279371173,879.924,865.984,877.001,0,1.2171,5412930143.32
"	399006",创业板指,2013-04-02,深交所,877.001,875.325,352335720,883.154,843.207,845.163,0,-3.6303,6898883412.43
"	399006",创业板指,2013-04-03,深交所,845.163,842.364,296581135,845.49,827.27,835.138,0,-1.1862,5389519495.37
"	399006",创业板指,2013-04-08,深交所,835.138,824.776,311854563,853.623,817.347,853.484,0,2.1968,5730477302.05
"	399006",创业板指,2013-04-09,深交所,853.484,854.513,264731184,864.116,853.944,861.991,0,0.9967,4788692734.03
"	399006",创业板指,2013-04-10,深交所,861.991,861.27,255215345,861.911,843.099,850.533,0,-1.3292,4588039766.15
"	399006",创业板指,2013-04-11,深交所,850.533,853.142,220831438,855.957,847.389,847.782,0,-0.3234,3742916653.28
"	399006",创业板指,2013-04-12,深交所,847.782,847.204,205374718,854.217,845.853,846.612,0,-0.138,3508219217.13
"	399006",创业板指,2013-04-15,深交所,846.612,844.11,182150863,845.754,834.008,836.342,158475,-1.2131,3195374410.67
"	399006",创业板指,2013-04-16,深交所,836.342,828.937,198005275,846.054,824.841,846.054,169314,1.1612,3466041690.22
"	399006",创业板指,2013-04-17,深交所,846.054,845.093,255832934,867.511,844.922,867.511,223292,2.5361,4894901558.22
"	399006",创业板指,2013-04-18,深交所,867.511,862.698,272093050,875.995,860.717,873.481,239893,0.6882,5222825219.26
"	399006",创业板指,2013-04-19,深交所,873.481,874.884,345087697,895.873,874.884,892.21,284926,2.1442,6478400535.55
"	399006",创业板指,2013-04-22,深交所,892.21,890.932,385981325,916.021,889.258,916.021,310732,2.6688,7775623181.97
"	399006",创业板指,2013-04-23,深交所,916.021,916.42,396183935,916.54,892.109,893.79,325118,-2.4269,7787614461.01
"	399006",创业板指,2013-04-24,深交所,893.79,894.694,389671509,925.012,894.694,923.406,317314,3.3135,7943869400.05
"	399006",创业板指,2013-04-25,深交所,923.406,924.223,482563505,937.558,903.613,903.634,402648,-2.1412,10445068768
"	399006",创业板指,2013-04-26,深交所,903.634,901.995,343244999,904.3,886.402,889.381,314530,-1.5773,7078093203.39
"	399006",创业板指,2013-05-02,深交所,889.381,887.076,280735115,914.171,883.788,913.651,247324,2.7289,6315973026.46
"	399006",创业板指,2013-05-03,深交所,913.651,916.007,390797507,940.28,916.007,939.21,325230,2.7975,8072967252.04
"	399006",创业板指,2013-05-06,深交所,939.21,941.088,497409965,962.631,941.088,958.022,408342,2.003,9880917574.64
"	399006",创业板指,2013-05-07,深交所,958.022,956.415,425533699,964.714,949.839,957.44,367463,-0.0608,8217570637.01
"	399006",创业板指,2013-05-08,深交所,957.44,960.977,493870589,980.083,960.696,980.083,405551,2.365,10086620036.05
"	399006",创业板指,2013-05-09,深交所,980.083,978.942,583110417,994.269,978.069,992.161,467841,1.2323,12099527024.37
"	399006",创业板指,2013-05-10,深交所,992.161,989.151,549987758,996.587,977.426,988.3,432126,-0.3892,10850907297.46
"	399006",创业板指,2013-05-13,深交所,988.3,989.372,466095032,995.254,978.715,995.109,368477,0.689,9210524174.19
"	399006",创业板指,2013-05-14,深交所,995.109,992.617,413012746,992.617,971.352,976.333,352725,-1.8868,8252943154.84
"	399006",创业板指,2013-05-15,深交所,976.333,976.948,499755860,1012.673,976.948,1012.656,401891,3.7203,9859631969.33
"	399006",创业板指,2013-05-16,深交所,1012.656,1010.946,693631889,1034.352,999.493,1009.526,535622,-0.3091,13764818136.26
"	399006",创业板指,2013-05-17,深交所,1009.526,1006.474,540703200,1029.11,1004.42,1023.403,414040,1.3746,9980370915
"	399006",创业板指,2013-05-20,深交所,1023.403,1025.173,697549848,1052.703,1025.173,1051.653,517525,2.7604,13350908365.38
"	399006",创业板指,2013-05-21,深交所,1051.653,1049.597,712337873,1074.89,1045.46,1073.583,529818,2.0853,13389482756.2
"	399006",创业板指,2013-05-22,深交所,1073.583,1067.437,711050315,1067.498,1036.311,1039.811,542346,-3.1457,12710883099.06
"	399006",创业板指,2013-05-23,深交所,1039.811,1035.309,580553849,1061.527,1033.124,1042.897,449833,0.2968,10255698505.87
"	399006",创业板指,2013-05-24,深交所,1042.897,1044.294,613410874,1073.782,1044.294,1073.782,451665,2.9615,10948570482.92
"	399006",创业板指,2013-05-27,深交所,1073.782,1075.825,670674857,1091.253,1075.825,1089.724,481840,1.4847,12131011380.79
"	399006",创业板指,2013-05-28,深交所,1089.724,1089.765,619449486,1090.159,1055.637,1059.002,467070,-2.8192,10878150123.57
"	399006",创业板指,2013-05-29,深交所,1059.002,1055.597,487073493,1067.026,1053.177,1065.96,361804,0.657,8538596799.06
"	399006",创业板指,2013-05-30,深交所,1065.96,1062.999,521434272,1078.464,1059.827,1073.869,417981,0.742,9757768915.72
"	399006",创业板指,2013-05-31,深交所,1073.869,1074.476,583088335,1086.327,1068.066,1073.023,442624,-0.0788,10611340372.48
"	399006",创业板指,2013-06-03,深交所,1073.023,1070.732,550157951,1074.821,1050.213,1052.136,418376,-1.9466,10878352221.27
"	399006",创业板指,2013-06-04,深交所,1052.136,1049.102,553234488,1049.256,1011.403,1022.46,424139,-2.8205,10150605199.68
"	399006",创业板指,2013-06-05,深交所,1022.46,1021.023,429371998,1038.025,1021.023,1032.756,325813,1.007,7518702625.78
