证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	300188",美亚柏科,2013-01-04,深交所,24,24.2,537677,24.2,23.2,23.42,618,-2.4167,12633978.31
"	300188",美亚柏科,2013-01-07,深交所,23.42,23.28,420731,23.68,23.06,23.56,531,0.5978,9867512.14
"	300188",美亚柏科,2013-01-08,深交所,23.56,23.63,1320227,24.94,23.1,24.88,1292,5.6027,31917971.26
"	300188",美亚柏科,2013-01-09,深交所,24.88,24.6,1162531,25.08,23.9,25,1164,0.4823,28437772.67
"	300188",美亚柏科,2013-01-10,深交所,25,25.16,746134,25.18,24.2,24.35,857,-2.6,18442058.74
"	300188",美亚柏科,2013-01-11,深交所,24.35,24.52,928440,24.54,23.8,23.8,901,-2.2587,22319210.96
"	300188",美亚柏科,2013-01-14,深交所,23.8,23.76,1120081,24.75,23.51,24.61,960,3.4034,27181835.66
"	300188",美亚柏科,2013-01-15,深交所,24.61,24.53,1586256,25.44,24.21,25.33,1434,2.9256,39357650.71
"	300188",美亚柏科,2013-01-16,深交所,25.33,25.28,1227419,25.85,24.6,24.91,1086,-1.6581,30861133.5
"	300188",美亚柏科,2013-01-17,深交所,24.91,24.65,494202,24.95,24.2,24.24,627,-2.6897,12115607.56
"	300188",美亚柏科,2013-01-18,深交所,24.24,24.24,2741059,24.45,22.63,23.5,2310,-3.0528,63951110.99
"	300188",美亚柏科,2013-01-21,深交所,23.5,23.46,1527327,23.46,22.78,23.12,1521,-1.617,35029020.35
"	300188",美亚柏科,2013-01-22,深交所,23.12,23.4,1723009,24,22.92,23.19,1688,0.3028,40325841.2
"	300188",美亚柏科,2013-01-23,深交所,23.19,23.2,1166137,23.7,23.08,23.59,1128,1.7249,27323798.97
"	300188",美亚柏科,2013-01-24,深交所,23.59,23.6,1284798,24.65,22.8,23.13,1496,-1.95,30467213.73
"	300188",美亚柏科,2013-01-25,深交所,23.13,23.04,828597,23.28,22.55,23.1,826,-0.1297,19008174.6
"	300188",美亚柏科,2013-01-28,深交所,23.1,23.34,898849,23.85,23.01,23.38,970,1.2121,20990197.89
"	300188",美亚柏科,2013-01-29,深交所,23.38,23.4,2555308,24.96,23.31,24.8,2503,6.0736,62144838.53
"	300188",美亚柏科,2013-01-30,深交所,24.8,24.8,2479956,25.36,24.2,25.05,2002,1.0081,61464460.25
"	300188",美亚柏科,2013-01-31,深交所,25.05,24.89,1358017,24.99,23.9,24.09,1418,-3.8323,33043481.51
"	300188",美亚柏科,2013-02-01,深交所,24.09,24.03,974935,24.6,23.74,23.89,1222,-0.8302,23451328.49
"	300188",美亚柏科,2013-02-04,深交所,23.89,23.8,1502299,24.15,22.8,23.06,1544,-3.4743,34943589.65
"	300188",美亚柏科,2013-02-05,深交所,23.06,23.08,1000474,23.46,22.8,23.4,964,1.4744,23220365.96
"	300188",美亚柏科,2013-02-06,深交所,23.4,23.46,745594,23.59,23.31,23.5,660,0.4274,17482132.93
"	300188",美亚柏科,2013-02-07,深交所,23.5,23.48,676115,23.75,23.15,23.7,666,0.8511,15903968.21
"	300188",美亚柏科,2013-02-08,深交所,23.7,23.5,2099480,25.08,23.5,24.98,1682,5.4008,51624008.87
"	300188",美亚柏科,2013-02-18,深交所,24.98,25,1256798,25.45,24.83,24.95,1476,-0.1201,31596284
"	300188",美亚柏科,2013-02-19,深交所,24.95,24.9,1096906,25.39,24.66,25.08,1491,0.521,27383072.33
