证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	000001",上证指数,2014-01-02,上交所,2115.978,2112.126,68485486,2113.11,2101.016,2109.387,,-0.3115,61921354651
"	000001",上证指数,2014-01-03,上交所,2109.387,2101.542,84497241,2102.167,2075.899,2083.136,,-1.2445,72372229162
"	000001",上证指数,2014-01-06,上交所,2083.136,2078.684,89587608,2078.684,2034.006,2045.709,,-1.7967,72895394974
"	000001",上证指数,2014-01-07,上交所,2045.709,2034.224,63402938,2052.279,2029.246,2047.317,,0.0786,54638641623
"	000001",上证指数,2014-01-08,上交所,2047.317,2047.256,71647364,2062.952,2037.11,2044.34,,-0.1454,62941429756
"	000001",上证指数,2014-01-09,上交所,2044.34,2041.773,75941883,2057.196,2026.446,2027.622,,-0.8178,67605664108
"	000001",上证指数,2014-01-10,上交所,2027.622,2023.535,75616121,2029.297,2008.007,2013.298,,-0.7064,61044553200
"	000001",上证指数,2014-01-13,上交所,2013.298,2014.978,66544776,2027.181,2000.404,2009.564,,-0.1855,55616750648
"	000001",上证指数,2014-01-14,上交所,2009.564,2007.156,70366614,2027.428,2001.135,2026.842,,0.8598,56687625248
"	000001",上证指数,2014-01-15,上交所,2026.842,2024.228,67436222,2027.409,2010.204,2023.348,,-0.1724,57740358255
"	000001",上证指数,2014-01-16,上交所,2023.348,2022.538,72755719,2034.707,2014.407,2023.701,,0.0174,62829760799
"	000001",上证指数,2014-01-17,上交所,2023.701,2017.522,67305720,2017.868,2001.33,2004.949,,-0.9266,57039564098
"	000001",上证指数,2014-01-20,上交所,2004.949,2001.894,56271247,2005.938,1984.824,1991.253,,-0.6831,48298781024
"	000001",上证指数,2014-01-21,上交所,1991.253,1992.015,59844911,2014.152,1992.015,2008.313,,0.8567,52017917403
"	000001",上证指数,2014-01-22,上交所,2008.313,2009.969,98892856,2052.339,2008.93,2051.749,,2.1628,84126659381
"	000001",上证指数,2014-01-23,上交所,2051.749,2048.331,84210585,2052.528,2039.052,2042.18,,-0.4664,76083326567
"	000001",上证指数,2014-01-24,上交所,2042.18,2037.667,92947921,2060.986,2034.453,2054.392,,0.598,82346176543
"	000001",上证指数,2014-01-27,上交所,2054.392,2044.272,88815426,2044.846,2029.626,2033.3,,-1.0267,81914219452
"	000001",上证指数,2014-01-28,上交所,2033.3,2036.402,72529043,2047.129,2026.987,2038.513,,0.2564,65751604445
"	000001",上证指数,2014-01-29,上交所,2038.513,2042.176,73865462,2051.583,2039.771,2049.914,,0.5593,67694123639
"	000001",上证指数,2014-01-30,上交所,2049.914,2045.931,62615184,2045.931,2031.466,2033.083,,-0.8211,58264498308
"	000001",上证指数,2014-02-07,上交所,2033.083,2022.323,73598755,2044.73,2014.698,2044.497,,0.5614,67829921866
"	000001",上证指数,2014-02-10,上交所,2044.497,2049.984,124331833,2087.975,2049.984,2086.067,,2.0333,112722921002
"	000001",上证指数,2014-02-11,上交所,2086.067,2086.177,142211324,2111.061,2082.522,2103.671,,0.8439,125266774385
"	000001",上证指数,2014-02-12,上交所,2103.671,2103.828,126333186,2110.904,2096.509,2109.955,,0.2987,110804071445
